MariaDB [(none)]> CREATE DATABASE szkola
    -> ;
Query OK, 1 row affected (0.01 sec)

MariaDB [(none)]> USE szkola
Database changed

MariaDB [szkola]> SOURCE uczniowie.txt
Query OK, 0 rows affected (0.16 sec)

Query OK, 652 rows affected (0.11 sec)
Records: 652  Duplicates: 0  Warnings: 0

MariaDB [szkola]> SHOW TABLES
    -> ;
+------------------+
| Tables_in_szkola |
+------------------+
| uczniowie        |
+------------------+
1 row in set (0.00 sec)

MariaDB [szkola]> SELECT * FROM uczniowie
    -> ;
+-------+------------+-----------------+------------+--------+-------------+-----------+-----------+--------+--------+----------+------------+
| nr    | imie       | nazwisko        | matematyka | fizyka | informatyka | angielski | geografia | chemia | polski | historia | wychowawca |
| Miroslawa  | Szczesna        |                3.5 |
| Feliks     | Bialy           |  6.900000095367432 |
| Janusz     | Nowak           |  6.300000190734863 |
| Jakub      | Siemieszko      |  2.700000047683716 |
| Piotr      | Szczesny        |                6.5 |
| Tomasz     | Kot             |  6.199999809265137 |
| Sebastian  | Siemieszko      |  5.800000190734863 |
| Tomasz     | Szczepankiewicz |  2.200000047683716 |
| Piotr      | Niechaj         |  5.300000190734863 |
| Jan        | Chrusciel       |  2.899999976158142 |
| Anna       | Marek           |                3.5 |
| Anna       | Molenda         |                4.5 |
| Pawel      | Marek           |  4.599999904632568 |
| Paula      | Nowak           |  6.400000095367432 |
| Piotr      | Mackiewicz      |  2.399999976158142 |
| Anna       | Trzmiel         | 3.4000000953674316 |
| Jan        | Dec             |                  6 |
| Janusz     | Ostachowicz     |  2.600000023841858 |
| Miroslawa  | Siemieszko      |  4.400000095367432 |
| Jan        | Nowak           |                  6 |
| Cecylia    | Czarnik         |  2.799999952316284 |
| Monika     | Szczesna        |  4.599999904632568 |
| Jan        | Wasik           |  6.099999904632568 |
| Wiktor     | Czarnek         |  6.599999904632568 |
| Krzysztof  | Zajac           |  4.299999952316284 |
| Krzysztof  | Chrusciel       |  3.299999952316284 |
| Zygmunt    | Zagrodzki       |                2.5 |
| Alina      | Cabaj           |  5.300000190734863 |
| Anna       | Kryszkiewicz    | 3.5999999046325684 |
| Wojciech   | Kot             |  6.099999904632568 |
| Pawel      | Wilczek         |  2.299999952316284 |
| Anna       | Grabska         |  3.299999952316284 |
| Natalia    | Cichon          |  4.799999952316284 |
| Monika     | Zawada          |  6.599999904632568 |
| Rafal      | Tomczyk         |                  4 |
| Michal     | Szczesny        |  6.800000190734863 |
| Beata      | Molenda         |  5.599999904632568 |
| Magdalena  | Kajda           |  4.400000095367432 |
| Anna       | Sitko           |  3.799999952316284 |
| Nadia      | Bialy           |  3.299999952316284 |
| Karolina   | Swierk          |  5.099999904632568 |
| Agnieszka  | Nowak           |  2.799999952316284 |
| Marek      | Czubak          |  6.099999904632568 |
| Boleslaw   | Szczepaniec     | 3.0999999046325684 |
| Wiktor     | Siwy            |  6.900000095367432 |
| Miroslawa  | Brozek          |                4.5 |
| Jan        | Szczesny        |  5.900000095367432 |
| Miroslawa  | Nowak           | 3.0999999046325684 |
| Barbara    | Joanna          |  5.400000095367432 |
| Janusz     | Swiderska       |  5.699999809265137 |
| Krzysztof  | Pohorecka       |  6.900000095367432 |
| Feliks     | Mach            |  4.400000095367432 |
| Feliks     | Peszt           |  6.300000190734863 |
| Stefan     | Siwy            |  4.299999952316284 |
| Krzysztof  | Siwy            |  6.900000095367432 |
| Jan        | Ospala          |  5.300000190734863 |
| Jan        | Malczyk         |  2.600000023841858 |
| Monika     | zelazny         |  5.099999904632568 |
| Zygmunt    | Klucinska       |  2.200000047683716 |
| Grzegorz   | Urbaniec        |                  4 |
| Agnieszka  | Marek           |  5.400000095367432 |
| Dorota     | Statkiewicz     |  4.099999904632568 |
| Michal     | Mardosz         |                2.5 |
| Marcin     | Radecka         |  3.700000047683716 |
| Bartlomiej | Zawada          |  6.099999904632568 |
| Michal     | Marek           |  6.699999809265137 |
| Maria      | Nowak           |                2.5 |
| Joanna     | Szczesna        |                3.5 |
| Stefan     | lapka           |  4.400000095367432 |
| Jan        | Siwy            |                  5 |
| Monika     | Ospala          |  5.099999904632568 |
| Boleslaw   | Kurek           |  5.300000190734863 |
| Boleslaw   | Kmiec           |  4.900000095367432 |
| Wiktor     | Kolodziejczyk   |  4.900000095367432 |
| Janusz     | Siwy            |                  6 |
| Barbara    | Czarnek         |  6.699999809265137 |
| Jan        | Siemieszko      |  3.299999952316284 |
| Feliks     | Sokolowski      | 3.5999999046325684 |
| Stefan     | Marek           |                  6 |
| Stefan     | Tokarski        |  4.700000047683716 |
| Iwona      | Siemieszko      |  3.700000047683716 |
| Feliks     | Kot             |  6.300000190734863 |
| Janusz     | Bialy           |  6.300000190734863 |
| Cecylia    | Czarnek         | 3.0999999046325684 |
| Boleslaw   | Czarnek         |                3.5 |
| Monika     | Golec           |  4.299999952316284 |
| Wojciech   | Czarnek         | 3.4000000953674316 |
| Bogumil    | Chrusciel       |  2.899999976158142 |
| Olga       | Kujdowicz       |  4.599999904632568 |
| Karolina   | Kwiecien        |  2.299999952316284 |
| Anna       | lapka           |  4.799999952316284 |
| Katarzyna  | Zawada          |  5.400000095367432 |
| Marcin     | Chrusciel       |  2.700000047683716 |
| Katarzyna  | Kot             |                  7 |
| Parys      | Balas           |  3.200000047683716 |
| Wojciech   | Gad             |  6.099999904632568 |
| Michal     | lapka           |  5.300000190734863 |
| Maciej     | Marek           |                5.5 |
| Paulina    | Kot             |  6.400000095367432 |
| Joanna     | Zawada          |  2.899999976158142 |
| Krystian   | Stefaniak       |  3.299999952316284 |
| Aleksandra | Kramarczyk      |  2.100000023841858 |
| Zygmunt    | Janeczek        |                  2 |
| Zygmunt    | Rudnicka        |  2.200000047683716 |
| Alina      | Augustynska     |                2.5 |
| Feliks     | Siemieszko      |                  2 |
| Stefan     | Zawada          |  4.400000095367432 |
| Iwona      | Oles            |  6.699999809265137 |
| Iwona      | Bakowska        |  4.900000095367432 |
| Jan        | Bialy           |  2.200000047683716 |
| Monika     | Marek           |  6.800000190734863 |
| Boleslaw   | Szczesny        | 3.0999999046325684 |
| Miroslawa  | Wojcik          |  6.199999809265137 |
| Alina      | Kolarz          |  5.900000095367432 |
| Janusz     | Szumylowicz     |                3.5 |
| Krzysztof  | Zagrodzki       |  4.900000095367432 |
| Stefan     | Bagsik          |                2.5 |
| Jan        | Klimkiewicz     | 3.9000000953674316 |
| Krzysztof  | Nowak           |                3.5 |
| Feliks     | Godowski        |                  7 |
| Wojciech   | Dyrek           |                6.5 |
| Magdalena  | Molenda         |  5.699999809265137 |
| Jan        | Olszewski       |  2.799999952316284 |
| Andrzej    | Szydlak         |  5.099999904632568 |
| Artur      | Chechelski      |  4.799999952316284 |
| Sebastian  | Gryga           |  4.799999952316284 |
| Jacek      | Kolodziejczyk   |                3.5 |
| Marcin     | Gora            |  5.699999809265137 |
| Beata      | Zachorowska     |  2.899999976158142 |
| Patryk     | Malczyk         |  4.200000047683716 |
| Kamil      | Siemieszko      |  6.099999904632568 |
| Michal     | Mis             |  6.599999904632568 |
| Anna       | lapka           |  3.299999952316284 |
| Adam       | Chrusciel       |  2.899999976158142 |
| Justyna    | Szewczyk        |  3.700000047683716 |
| Jakub      | Chrusciel       |                2.5 |
| Anna       | Marek           |  6.699999809265137 |
| Cecylia    | Kaczmarczyk     |  2.399999976158142 |
| Krzysztof  | Szczesny        | 3.4000000953674316 |
| Feliks     | Czarnek         |                  6 |
| Boleslaw   | Siemieszko      | 3.0999999046325684 |
| Cecylia    | Nowak           |  5.800000190734863 |
| Janusz     | Zagrodzki       |                5.5 |
| Iwona      | Zawada          |  3.799999952316284 |
| Jan        | Piwowarczyk     |  5.099999904632568 |
| Feliks     | Zagrodzki       |  2.399999976158142 |
| Barbara    | Witkowska       |  5.199999809265137 |
| Stefan     | Lepiarczyk      |                  3 |
| Krzysztof  | Siwy            |  5.300000190734863 |
| Krzysztof  | Zagrodzki       |  6.599999904632568 |
| Boleslaw   | Zagrodzki       |  2.600000023841858 |
| Wiktor     | Biborski        |  2.600000023841858 |
| Janusz     | Chociej         |  2.200000047683716 |
| Zygmunt    | Langman         |                  4 |
| Monika     | Kot             |  3.299999952316284 |
| Anna       | Bialy           |                  6 |
| Grzegorz   | Holda           |  5.599999904632568 |
| Marcin     | Wroblewski      |  4.599999904632568 |
| Sylwia     | lapka           |  4.299999952316284 |
| Katarzyna  | Grzybowska      |                  2 |
| Anna       | Ciaptacz        |  5.400000095367432 |
| Michal     | Zagorski        |  3.700000047683716 |
| Mateusz    | Kotarba         | 3.4000000953674316 |
| Amelia     | Nowak           |  5.099999904632568 |
| Aleksandra | Molenda         |  5.900000095367432 |
| Daniel     | Wilkosz         |  3.799999952316284 |
| Paulina    | Ospala          |  4.200000047683716 |
| Katarzyna  | Nanus           |  2.399999976158142 |
| Malgorzata | Szczesna        |                6.5 |
| Stefan     | Adamczak        |                6.5 |
| Alina      | Skarbek         |  4.299999952316284 |
| Janusz     | Telejko         |                3.5 |
| Krzysztof  | Kowalski        |  5.800000190734863 |
| Iwona      | Augustynska     |                  3 |
| Stefan     | Molenda         |                5.5 |
| Monika     | zelazny         |  4.299999952316284 |
| Cecylia    | Siwy            |  6.699999809265137 |
| Miroslawa  | Kot             |                  7 |
| Grzegorz   | Maciarz         |  4.900000095367432 |
| Joanna     | Siemieszko      |  5.099999904632568 |
| Karolina   | Bachus          |  5.199999809265137 |
| Szymon     | Szczesny        |                6.5 |
| lukasz     | Ponisz          |  2.799999952316284 |
| Barbara    | Siwy            |                2.5 |
| Karolina   | Czarnecki       |  4.799999952316284 |
| Marcin     | Pyzik           |  2.899999976158142 |
| Antoni     | Kurowski        |  4.599999904632568 |
| Stefan     | Molenda         |  3.299999952316284 |
| Cecylia    | Szczesna        |  3.299999952316284 |
| Stefan     | Bernacki        |                  2 |
| Krzysztof  | Marzec          |  6.199999809265137 |
| Jan        | Zawada          |  5.099999904632568 |
| Cecylia    | Chrusciel       |  5.300000190734863 |
| Cecylia    | Janiga          | 3.9000000953674316 |
| Stefan     | Szczesny        |                  4 |
| Alina      | Chrusciel       |  2.899999976158142 |
| Janusz     | lapka           |                6.5 |
| Iwona      | Wytwinowska     |  4.700000047683716 |
| Michal     | Molenda         |  6.699999809265137 |
| Jan        | Zawada          |  5.900000095367432 |
| Tomasz     | Nowak           |  2.799999952316284 |
| Maria      | Maczka          |  6.599999904632568 |
| Rafal      | Zawada          |  5.699999809265137 |
| Justyna    | Kadziola        |                2.5 |
| Mariola    | Sawicka         |  6.800000190734863 |
| Aleksandra | Brzostek        |  3.299999952316284 |
| Gabriela   | lapka           |                  4 |
| Krzysztof  | Szczesny        |  4.099999904632568 |
| Stefan     | Ospala          |  5.599999904632568 |
| Iwona      | Kalamar         |  5.099999904632568 |
| Wiktor     | Blazowski       |  5.400000095367432 |
| Cecylia    | Molenda         |  4.400000095367432 |
| Barbara    | Nowak           |  5.099999904632568 |
| Janusz     | Kot             |                  7 |
| Feliks     | Czarnek         |  4.799999952316284 |
| Alina      | Bialy           |                  4 |
| Alina      | Ciaptacz        |  2.299999952316284 |
| Boleslaw   | Duraj           | 3.9000000953674316 |
| Alina      | Zawada          |  4.900000095367432 |
| Eryk       | Zuzek           |                2.5 |
| Michal     | Molenda         |  2.700000047683716 |
| Grzegorz   | Wo?niak         |  4.299999952316284 |
| Jakub      | Ospala          |  6.400000095367432 |
| Piotr      | Marek           |  4.400000095367432 |
| Magdalena  | Nowak           |  2.899999976158142 |
| Katarzyna  | Karbowniczek    |  6.199999809265137 |
| Jan        | Ospala          |  2.799999952316284 |
| Krzysztof  | Zagrodzki       |                  3 |
| Pawel      | Siemieszko      |  6.400000095367432 |
| Tomasz     | Kubera          | 3.5999999046325684 |
| Andrzej    | Sokolowska      |  2.299999952316284 |
| Aleksandra | Chrusciel       | 3.5999999046325684 |
| Joanna     | Janiszewska     |  4.400000095367432 |
| Bogumila   | Raj             |  4.799999952316284 |
| Anna       | Zawada          |  3.799999952316284 |
| Mateusz    | zaba            |  5.900000095367432 |
| Janusz     | Szczesny        | 3.0999999046325684 |
| Wiktor     | Sputo           |                5.5 |
| Jan        | lapka           |  5.199999809265137 |
| Wiktor     | Kot             |  5.900000095367432 |
| Miroslawa  | Siwczynska      |                  4 |
| Iwona      | Walczynska      |  2.899999976158142 |
| Barbara    | Polys           |  4.799999952316284 |
| Janusz     | Siwy            |  6.300000190734863 |
| Jan        | Marek           |  6.099999904632568 |
+------------+-----------------+--------------------+
652 rows in set (0.00 sec)

MariaDB [szkola]> 
MariaDB [szkola]> SELECT DISTINCT imie FROM uczniowie;
+------------+
| imie       |
+------------+
| Monika     |
| Jan        |
| Miroslawa  |
| Krzysztof  |
| Wiktor     |
| Feliks     |
| Iwona      |
| Boleslaw   |
| Adam       |
| Maciej     |
| Tomasz     |
| Marcin     |
| Andrzej    |
| Maria      |
| Pawel      |
| Joanna     |
| Justyna    |
| Aleksandra |
| Barbara    |
| Michal     |
| Cecylia    |
| Janusz     |
| Stefan     |
| Zygmunt    |
| Alina      |
| Mariusz    |
| Jaroslaw   |
| Piotr      |
| Katarzyna  |
| Magdalena  |
| Anna       |
| lukasz     |
| Malgorzata |
| Sylwia     |
| Stanislaw  |
| Patryk     |
| Bartlomiej |
| Beata      |
| Jacek      |
| Bartosz    |
| Kinga      |
| Jadwiga    |
| Grzegorz   |
| Robert     |
| Malwina    |
| Norbert    |
| Izabela    |
| Witold     |
| Ewa        |
| Przemyslaw |
| Krystyna   |
| Slawa      |
| Marcelina  |
| Dorota     |
| Michalina  |
| Renata     |
| Wawrzyniec |
| Agata      |
| Marek      |
| Roman      |
| Karol      |
| Waldemar   |
| Agnieszka  |
| Szczepan   |
| Filip      |
| Dominika   |
| Jakub      |
| Konstanty  |
| Sebastian  |
| Rafal      |
| Szymon     |
| Wojciech   |
| Karolina   |
| Dominik    |
| Teresa     |
| Helena     |
| Paulina    |
| Kamila     |
| Urszula    |
| Radoslaw   |
| Tina       |
| Leszek     |
| Dagmara    |
| Gabriela   |
| Dariusz    |
| Stefania   |
| Marta      |
| Jolanta    |
| Aleksander |
| Kamil      |
| Elzbieta   |
| Paula      |
| Natalia    |
| Nadia      |
| Bogumil    |
| Olga       |
| Parys      |
| Krystian   |
| Artur      |
| Mateusz    |
| Amelia     |
| Daniel     |
| Antoni     |
| Mariola    |
| Eryk       |
| Bogumila   |
+------------+
106 rows in set (0.00 sec)

MariaDB [szkola]> SELECT nazwisko, imie FROM uczniowie ORDER BY nazwisko DESC, imie ASC;
+-----------------+------------+
| nazwisko        | imie       |
+-----------------+------------+
| Zuzek           | Eryk       |
| Zuchowska       | Malgorzata |
| Zimny           | Katarzyna  |
| Zimirski        | Iwona      |
| Zietara         | Radoslaw   |
| Zielinski       | Stefan     |
| Zieba           | Marcin     |
| zelazny         | Aleksander |
| zelazny         | Anna       |
| zelazny         | Barbara    |
| zelazny         | Dominik    |
| zelazny         | Iwona      |
| zelazny         | Jan        |
| zelazny         | Jan        |
| zelazny         | Janusz     |
| zelazny         | Janusz     |
| zelazny         | Miroslawa  |
| zelazny         | Miroslawa  |
| zelazny         | Monika     |
| zelazny         | Monika     |
| zelazny         | Wiktor     |
| zelazny         | Zygmunt    |
| Zawada          | Agnieszka  |
| Zawada          | Alina      |
| Zawada          | Anna       |
| Zawada          | Bartlomiej |
| Zawada          | Bartlomiej |
| Zawada          | Boleslaw   |
| Zawada          | Feliks     |
| Zawada          | Feliks     |
| Zawada          | Iwona      |
| Zawada          | Iwona      |
| Zawada          | Iwona      |
| Zawada          | Jakub      |
| Zawada          | Jan        |
| Zawada          | Jan        |
| Zawada          | Jan        |
| Zawada          | Janusz     |
| Zawada          | Janusz     |
| Zawada          | Joanna     |
| Zawada          | Katarzyna  |
| Zawada          | Maciej     |
| Zawada          | Monika     |
| Zawada          | Monika     |
| Zawada          | Rafal      |
| Zawada          | Stefan     |
| Zawada          | Stefan     |
| Zapala          | Piotr      |
| Zajonc          | Katarzyna  |
| Zajac           | Krzysztof  |
| Zajac           | Krzysztof  |
| Zagrodzki       | Boleslaw   |
| Zagrodzki       | Dariusz    |
| Zagrodzki       | Feliks     |
| Zagrodzki       | Grzegorz   |
| Zagrodzki       | Izabela    |
| Zagrodzki       | Jan        |
| Zagrodzki       | Jan        |
| Zagrodzki       | Janusz     |
| Zagrodzki       | Janusz     |
| Zagrodzki       | Krzysztof  |
| Zagrodzki       | Krzysztof  |
| Zagrodzki       | Krzysztof  |
| Zagrodzki       | Maciej     |
| Zagrodzki       | Maciej     |
| Zagrodzki       | Michal     |
| Zagrodzki       | Monika     |
| Zagrodzki       | Wiktor     |
| Zagrodzki       | Zygmunt    |
| Zagorski        | Cecylia    |
| Zagorski        | Michal     |
| Zachorowska     | Beata      |
| Zabierowski     | lukasz     |
| zaba            | Mateusz    |
| Wytwinowska     | Iwona      |
| Wronski         | Jan        |
| Wronka          | Alina      |
| Wroblewski      | Marcin     |
| Wrobel          | Rafal      |
| Wolanska        | Michal     |
| Wojtowicz       | Marta      |
| Wojtas          | Krzysztof  |
| Wojcik          | Miroslawa  |
| Wohlfeld        | Michal     |
| Wo?niak         | Grzegorz   |
| Wnek            | Pawel      |
| Wlodarczyk      | Justyna    |
| Witkowski       | Jan        |
| Witkowska       | Barbara    |
| Witkowska       | Janusz     |
| Winogrodzki     | Alina      |
| Wilkosz         | Daniel     |
| Wilczek         | Pawel      |
| Wierzbicki      | Feliks     |
| Wiensak         | Miroslawa  |
| Wasniowska      | Janusz     |
| Wasik           | Jan        |
| Wasielak        | Grzegorz   |
| Walczynska      | Iwona      |
| Urbaniec        | Grzegorz   |
| Tworzewski      | Bartlomiej |
| Tusinski        | Magdalena  |
| Turczyk         | Monika     |
| Trzopek         | Monika     |
| Trzmiel         | Anna       |
| Trzebiatowski   | Pawel      |
| Toton           | Iwona      |
| Torba           | Zygmunt    |
| Tomczyk         | Rafal      |
| Tokarz          | Aleksandra |
| Tokarz          | Alina      |
| Tokarski        | Stefan     |
| Telejko         | Janusz     |
| Taczuk          | Barbara    |
| Taczuk          | Iwona      |
| Taczuk          | Wiktor     |
| Szydlak         | Andrzej    |
| Szybowski       | Iwona      |
| Szumylowicz     | Janusz     |
| Szostek         | Miroslawa  |
| Szostak         | Anna       |
| Szostak         | Cecylia    |
| Szmigielska     | Feliks     |
| Szlachcic       | Boleslaw   |
| Szewczyk        | Justyna    |
| Szefer          | Iwona      |
| Szczesny        | Boleslaw   |
| Szczesny        | Boleslaw   |
| Szczesny        | Jan        |
| Szczesny        | Janusz     |
| Szczesny        | Krzysztof  |
| Szczesny        | Krzysztof  |
| Szczesny        | Krzysztof  |
| Szczesny        | Leszek     |
| Szczesny        | Marcin     |
| Szczesny        | Marek      |
| Szczesny        | Michal     |
| Szczesny        | Michal     |
| Szczesny        | Piotr      |
| Szczesny        | Stefan     |
| Szczesny        | Szymon     |
| Szczesny        | Zygmunt    |
| Szczesny        | Zygmunt    |
| Szczesny        | Zygmunt    |
| Szczesna        | Anna       |
| Szczesna        | Barbara    |
| Szczesna        | Cecylia    |
| Szczesna        | Cecylia    |
| Szczesna        | Iwona      |
| Szczesna        | Joanna     |
| Szczesna        | Malgorzata |
| Szczesna        | Miroslawa  |
| Szczesna        | Miroslawa  |
| Szczesna        | Monika     |
| Szczesna        | Monika     |
| Szczerba        | Alina      |
| Szczepankiewicz | Tomasz     |
| Szczepaniec     | Boleslaw   |
| Szatylowicz     | Alina      |
| Swierk          | Karolina   |
| Swiderska       | Janusz     |
| Swiatek         | Janusz     |
| Stypula         | Joanna     |
| Stefaniak       | Krystian   |
| Stec            | Marek      |
| Statkiewicz     | Dorota     |
| Stankiewicz     | Miroslawa  |
| Sroka           | Magdalena  |
| Sputo           | Wiktor     |
| Sokolowski      | Feliks     |
| Sokolowska      | Andrzej    |
| Sobota          | Szczepan   |
| Sobolewska      | Magdalena  |
| Smilek          | Jan        |
| Slomski         | Cecylia    |
| Sliwka          | Katarzyna  |
| Sliwa           | Maciej     |
| Sliwa           | Michal     |
| Slabiak         | Katarzyna  |
| Skarbek         | Alina      |
| Siwy            | Alina      |
| Siwy            | Barbara    |
| Siwy            | Barbara    |
| Siwy            | Cecylia    |
| Siwy            | Jan        |
| Siwy            | Jan        |
| Siwy            | Jan        |
| Siwy            | Janusz     |
| Siwy            | Janusz     |
| Siwy            | Janusz     |
| Siwy            | Krzysztof  |
| Siwy            | Krzysztof  |
| Siwy            | Maciej     |
| Siwy            | Renata     |
| Siwy            | Stefan     |
| Siwy            | Wiktor     |
| Siwy            | Zygmunt    |
| Siwczynska      | Miroslawa  |
| Siuta           | Miroslawa  |
| Sitko           | Anna       |
| Siemieszko      | Alina      |
| Siemieszko      | Anna       |
| Siemieszko      | Boleslaw   |
| Siemieszko      | Boleslaw   |
| Siemieszko      | Dorota     |
| Siemieszko      | Feliks     |
| Siemieszko      | Filip      |
| Siemieszko      | Helena     |
| Siemieszko      | Iwona      |
| Siemieszko      | Jakub      |
| Siemieszko      | Jan        |
| Siemieszko      | Joanna     |
| Siemieszko      | Kamil      |
| Siemieszko      | Krzysztof  |
| Siemieszko      | lukasz     |
| Siemieszko      | Miroslawa  |
| Siemieszko      | Miroslawa  |
| Siemieszko      | Pawel      |
| Siemieszko      | Piotr      |
| Siemieszko      | Piotr      |
| Siemieszko      | Przemyslaw |
| Siemieszko      | Sebastian  |
| Siemieszko      | Zygmunt    |
| Seruga          | Maciej     |
| Sawicka         | Mariola    |
| Salacinski      | Iwona      |
| Sadecki         | Maciej     |
| Rudnicki        | Cecylia    |
| Rudnicka        | Zygmunt    |
| Rojek           | Boleslaw   |
| Rogoz           | Karol      |
| Roczniak        | Michal     |
| Raj             | Bogumila   |
| Radecka         | Marcin     |
| Pyzik           | Marcin     |
| Pyla            | Piotr      |
| Przygoda        | Iwona      |
| Popielarczyk    | lukasz     |
| Ponisz          | lukasz     |
| Polys           | Barbara    |
| Policht         | Barbara    |
| Pohorecka       | Krzysztof  |
| Ploszaj         | Iwona      |
| Piwowarczyk     | Jan        |
| Pietras         | Beata      |
| Piela           | Patryk     |
| Piekos          | Maciej     |
| Piekarz         | Stefan     |
| Piatkowski      | Witold     |
| Peszt           | Feliks     |
| Pawlik          | Sebastian  |
| Pasieka         | Wiktor     |
| Palka           | Marta      |
| Pajak           | Stefan     |
| Ostachowicz     | Janusz     |
| Ospala          | Alina      |
| Ospala          | Dagmara    |
| Ospala          | Jakub      |
| Ospala          | Jan        |
| Ospala          | Jan        |
| Ospala          | Jan        |
| Ospala          | Monika     |
| Ospala          | Monika     |
| Ospala          | Paulina    |
| Ospala          | Piotr      |
| Ospala          | Stefan     |
| Ospala          | Sylwia     |
| Osika           | Feliks     |
| Orlowska        | Maciej     |
| Olszewski       | Jan        |
| Oliwa           | Szymon     |
| Oles            | Iwona      |
| Oles            | Maria      |
| Olek            | Maciej     |
| Ogrodniczak     | Marcin     |
| Nucinska        | Karolina   |
| Nowicki         | Jaroslaw   |
| Nowak           | Agnieszka  |
| Nowak           | Agnieszka  |
| Nowak           | Agnieszka  |
| Nowak           | Amelia     |
| Nowak           | Barbara    |
| Nowak           | Boleslaw   |
| Nowak           | Cecylia    |
| Nowak           | Cecylia    |
| Nowak           | Elzbieta   |
| Nowak           | Feliks     |
| Nowak           | Jan        |
| Nowak           | Janusz     |
| Nowak           | Janusz     |
| Nowak           | Karol      |
| Nowak           | Konstanty  |
| Nowak           | Krzysztof  |
| Nowak           | Maciej     |
| Nowak           | Magdalena  |
| Nowak           | Marcin     |
| Nowak           | Maria      |
| Nowak           | Mariusz    |
| Nowak           | Miroslawa  |
| Nowak           | Miroslawa  |
| Nowak           | Miroslawa  |
| Nowak           | Monika     |
| Nowak           | Paula      |
| Nowak           | Pawel      |
| Nowak           | Piotr      |
| Nowak           | Szymon     |
| Nowak           | Tomasz     |
| Nowak           | Zygmunt    |
| Niemiec         | Maciej     |
| Niechcial       | Aleksandra |
| Niechaj         | Piotr      |
| Nanus           | Katarzyna  |
| Muszynska       | Monika     |
| Musiewicz       | Jan        |
| Morawski        | Pawel      |
| Molenda         | Adam       |
| Molenda         | Aleksandra |
| Molenda         | Anna       |
| Molenda         | Barbara    |
| Molenda         | Beata      |
| Molenda         | Cecylia    |
| Molenda         | Cecylia    |
| Molenda         | Dominika   |
| Molenda         | Feliks     |
| Molenda         | Jakub      |
| Molenda         | Jan        |
| Molenda         | Joanna     |
| Molenda         | Krzysztof  |
| Molenda         | lukasz     |
| Molenda         | Magdalena  |
| Molenda         | Marcelina  |
| Molenda         | Marek      |
| Molenda         | Michal     |
| Molenda         | Michal     |
| Molenda         | Stefan     |
| Molenda         | Stefan     |
| Mojsa           | Maria      |
| Mlynarczyk      | Barbara    |
| Mizianty        | Monika     |
| Mitkowski       | Maciej     |
| Miskowiec       | Monika     |
| Misiuda         | Boleslaw   |
| Mis             | Michal     |
| Milos           | Tomasz     |
| Mika            | Roman      |
| Michta          | Stefania   |
| Michaliszyn     | Agnieszka  |
| Michalek        | Miroslawa  |
| Miaskiewicz     | Aleksandra |
| Mech            | Malwina    |
| Mazur           | Michal     |
| Mateszew        | Michalina  |
| Maslowski       | Bartlomiej |
| Marzec          | Krzysztof  |
| Marek           | Agnieszka  |
| Marek           | Anna       |
| Marek           | Anna       |
| Marek           | Boleslaw   |
| Marek           | Boleslaw   |
| Marek           | Cecylia    |
| Marek           | Iwona      |
| Marek           | Jan        |
| Marek           | Jaroslaw   |
| Marek           | Krzysztof  |
| Marek           | Krzysztof  |
| Marek           | Maciej     |
| Marek           | Marcelina  |
| Marek           | Maria      |
| Marek           | Michal     |
| Marek           | Monika     |
| Marek           | Monika     |
| Marek           | Pawel      |
| Marek           | Piotr      |
| Marek           | Piotr      |
| Marek           | Robert     |
| Marek           | Roman      |
| Marek           | Slawa      |
| Marek           | Stefan     |
| Marek           | Tina       |
| Marek           | Tomasz     |
| Mardosz         | Michal     |
| Malecka         | Paulina    |
| Malec           | Krzysztof  |
| Malczyk         | Jan        |
| Malczyk         | Patryk     |
| Makyla          | Zygmunt    |
| Majsak          | Stefan     |
| Madrzyk         | Wiktor     |
| Madej           | Iwona      |
| Maczka          | Maria      |
| Mackiewicz      | Piotr      |
| Maciejak        | Krzysztof  |
| Macieik         | Urszula    |
| Maciarz         | Grzegorz   |
| Mach            | Feliks     |
| Lumielski       | Jan        |
| Ludwin          | Wiktor     |
| Lopacz          | Michal     |
| Leszczynski     | Magdalena  |
| Lepiarczyk      | Stefan     |
| Lencznarowicz   | Maciej     |
| Lechowska       | Izabela    |
| lapka           | Anna       |
| lapka           | Anna       |
| lapka           | Barbara    |
| lapka           | Boleslaw   |
| lapka           | Cecylia    |
| lapka           | Feliks     |
| lapka           | Feliks     |
| lapka           | Gabriela   |
| lapka           | Iwona      |
| lapka           | Jan        |
| lapka           | Jan        |
| lapka           | Janusz     |
| lapka           | Janusz     |
| lapka           | Karolina   |
| lapka           | Kinga      |
| lapka           | Michal     |
| lapka           | Miroslawa  |
| lapka           | Monika     |
| lapka           | Piotr      |
| lapka           | Stefan     |
| lapka           | Sylwia     |
| lapka           | Tomasz     |
| lapka           | Wiktor     |
| Langman         | Zygmunt    |
| Kwiecien        | Karolina   |
| Kwater          | Jakub      |
| Kurowski        | Antoni     |
| Kurek           | Boleslaw   |
| Kulaj           | Miroslawa  |
| Kujdowicz       | Olga       |
| Kucma           | Jolanta    |
| Kucharski       | Paulina    |
| Kubera          | Tomasz     |
| Ksiazek         | Alina      |
| Krzysztofinski  | Stefan     |
| Kryszkiewicz    | Anna       |
| Kryczko         | Krzysztof  |
| Krupa           | Janusz     |
| Kramarczyk      | Aleksandra |
| Kraj            | Krzysztof  |
| Kozlowski       | Agata      |
